      dex                name  sta  atk  def      fast_name      charge_name  ml_lvl      ml_tdo
52    493  Arceus Fighting     237  238  238  Shadow Claw    Outrage          40.0    325.537212
53    493  Arceus Psychic      237  238  238  Shadow Claw    Outrage          40.0    325.537212
54    493  Arceus Electric     237  238  238  Shadow Claw    Outrage          40.0    325.537212
55    493  Arceus Rock         237  238  238  Shadow Claw    Outrage          40.0    325.537212
56    493  Arceus Grass        237  238  238  Shadow Claw    Outrage          40.0    325.537212
57    383  Groudon             205  270  228  Mud Shot       Solar Beam       40.0    303.649255
58    150  Mewtwo              214  300  182  Psycho Cut     Focus Blast      40.0    296.392891
59    487  Giratina Origin     284  225  187  Shadow Claw    Dragon Claw      40.0    293.122978
60    487  Giratina Altered    284  187  225  Shadow Claw    Dragon Claw      40.0    293.122978
61    383  Groudon             205  270  228  Mud Shot       Fire Blast       40.0    286.965230
62    483  Dialga              205  275  211  Metal Claw     Draco Meteor     40.0    285.164209
63    809  Melmetal            264  226  190  Thunder Shock  Flash Cannon     40.0    282.597869
64    488  Cresselia           260  152  258  Psycho Cut     Futuresight      40.0    281.403771
65    376  Metagross           190  257  228  Bullet Punch   Flash Cannon     40.0    279.910888
66    487  Giratina Origin     284  225  187  Shadow Claw    Ancient Power    40.0    275.325590
67    487  Giratina Altered    284  187  225  Shadow Claw    Ancient Power    40.0    275.325590
68    445  Garchomp            239  261  193  Mud Shot       Fire Blast       40.0    272.503020
69    809  Melmetal            264  226  190  Thunder Shock  Hyper Beam       40.0    263.977673
70    376  Metagross           190  257  228  Bullet Punch   Earthquake       40.0    263.019714
71    243  Raikou              207  241  195  Thunder Shock  Wild Charge      40.0    262.455947
72    249  Lugia               235  193  310  Extrasensory   Futuresight      40.0    261.331497
73    150  Mewtwo              214  300  182  Psycho Cut     Psychic          40.0    261.108023
74    250  Ho Oh               214  239  244  Steel Wing     Fire Blast       40.0    256.476256
75    249  Lugia               235  193  310  Dragon Tail    Futuresight      40.0    256.393547
76    151  Mew                 225  210  210  Shadow Claw    Focus Blast      40.0    255.369615
77    249  Lugia               235  193  310  Extrasensory   Sky Attack       40.0    254.578745
78    377  Regirock            190  179  309  Rock Throw     Stone Edge       40.0    253.036903
79    809  Melmetal            264  226  190  Thunder Shock  Rock Slide       40.0    252.356015
80    150  Mewtwo              214  300  182  Psycho Cut     Flamethrower     40.0    251.484877
81    150  Mewtwo              214  300  182  Psycho Cut     Ice Beam         40.0    251.484877
82    150  Mewtwo              214  300  182  Psycho Cut     Thunderbolt      40.0    251.484877
83    376  Metagross           190  257  228  Bullet Punch   Psychic          40.0    250.954590
84    487  Giratina Altered    284  187  225  Shadow Claw    Shadow Sneak     40.0    250.409247
85    487  Giratina Origin     284  225  187  Shadow Claw    Shadow Sneak     40.0    250.409247
86    249  Lugia               235  193  310  Dragon Tail    Sky Attack       40.0    249.640795
87    250  Ho Oh               214  239  244  Steel Wing     Brave Bird       40.0    246.483674
88    243  Raikou              207  241  195  Thunder Shock  Thunder          40.0    246.052450
89    473  Mamoswine           242  247  146  Powder Snow    Avalanche        40.0    245.826729
90    151  Mew                 225  210  210  Shadow Claw    Solar Beam       40.0    243.761905
91    151  Mew                 225  210  210  Shadow Claw    Hyper Beam       40.0    243.761905
92    151  Mew                 225  210  210  Shadow Claw    Solar Beam       40.0    243.761905
93    151  Mew                 225  210  210  Shadow Claw    Hyper Beam       40.0    243.761905
94    151  Mew                 225  210  210  Shadow Claw    Overheat         40.0    243.761905
95    151  Mew                 225  210  210  Shadow Claw    Psyshock         40.0    242.988058
96    151  Mew                 225  210  210  Shadow Claw    Psyshock         40.0    242.988058
97    488  Cresselia           260  152  258  Psycho Cut     Moonblast        40.0    242.858549
98    243  Raikou              207  241  195  Thunder Shock  Thunderbolt      40.0    242.324383
99    377  Regirock            190  179  309  Rock Throw     Focus Blast      40.0    241.820729
100   465  Tangrowth           225  207  184  Vine Whip      Solar Beam       40.0    240.606503
101   250  Ho Oh               214  239  244  Steel Wing     Solar Beam       40.0    239.988497
102   151  Mew                 225  210  210  Shadow Claw    Stone Edge       40.0    238.485673
103   151  Mew                 225  210  210  Shadow Claw    Grass Knot       40.0    236.797279
104   151  Mew                 225  210  210  Shadow Claw    Wild Charge      40.0    236.797279
105   809  Melmetal            264  226  190  Thunder Shock  Thunderbolt      40.0    235.451784
106   151  Mew                 225  210  210  Shadow Claw    Rock Slide       40.0    234.733686
107   377  Regirock            190  179  309  Rock Throw     Zap Cannon       40.0    234.109608
108   244  Entei               251  235  171  Fire Fang      Overheat         40.0    232.501844
109   151  Mew                 225  210  210  Poison Jab     Focus Blast      40.0    232.154195
110   484  Palkia              189  280  215  Dragon Tail    Draco Meteor     40.0    232.095485
111   445  Garchomp            239  261  193  Dragon Tail    Earthquake       40.0    232.041927
112   378  Regice              190  179  309  Frost Breath   Blizzard         40.0    231.950495
113   383  Groudon             205  270  228  Dragon Tail    Earthquake       40.0    231.009577
114   445  Garchomp            239  261  193  Dragon Tail    Outrage          40.0    230.958632
115   151  Mew                 225  210  210  Shadow Claw    Blizzard         40.0    230.606500
116   151  Mew                 225  210  210  Shadow Claw    Blizzard         40.0    230.606500
117   382  Kyogre              205  270  228  Waterfall      Hydro Pump       40.0    230.165394
118   149  Dragonite           209  263  198  Steel Wing     Outrage          40.0    229.991652
119   151  Mew                 225  210  210  Shadow Claw    Psychic          40.0    228.837707
120   151  Mew                 225  210  210  Shadow Claw    Psychic          40.0    228.837707
121   243  Raikou              207  241  195  Thunder Shock  Shadow Ball      40.0    227.412113
122   378  Regice              190  179  309  Frost Breath   Focus Blast      40.0    227.015378
123   151  Mew                 225  210  210  Shadow Claw    Flash Cannon     40.0    226.796791
124   232  Donphan             207  214  185  Counter        Earthquake       40.0    225.588932
125   260  Swampert            225  208  175  Mud Shot       Earthquake       40.0    225.521218
126   483  Dialga              205  275  211  Metal Claw     Iron Head        40.0    224.776494
127   151  Mew                 225  210  210  Shadow Claw    Thunder          40.0    224.415722
128   151  Mew                 225  210  210  Shadow Claw    Thunder          40.0    224.415722
129   483  Dialga              205  275  211  Metal Claw     Thunder          40.0    223.658203
130   244  Entei               251  235  171  Fire Fang      Fire Blast       40.0    223.627728
131   373  Salamence           216  277  168  Fire Fang      Draco Meteor     40.0    223.525079
132   462  Magnezone           172  238  205  Spark          Zap Cannon       40.0    223.323342
133   68   Machamp             207  234  159  Counter        Dynamic Punch    40.0    222.937813
134   151  Mew                 225  210  210  Poison Jab     Overheat         40.0    221.997449
135   151  Mew                 225  210  210  Poison Jab     Hyper Beam       40.0    221.997449
136   151  Mew                 225  210  210  Poison Jab     Solar Beam       40.0    221.997449
137   151  Mew                 225  210  210  Poison Jab     Solar Beam       40.0    221.997449
138   151  Mew                 225  210  210  Poison Jab     Hyper Beam       40.0    221.997449
139   249  Lugia               235  193  310  Extrasensory   Hydro Pump       40.0    221.659080
140   151  Mew                 225  210  210  Shadow Claw    Thunderbolt      40.0    221.601732
141   151  Mew                 225  210  210  Shadow Claw    Ice Beam         40.0    221.601732
142   151  Mew                 225  210  210  Shadow Claw    Thunderbolt      40.0    221.601732
143   151  Mew                 225  210  210  Shadow Claw    Ice Beam         40.0    221.601732
144   151  Mew                 225  210  210  Poison Jab     Psyshock         40.0    221.320333
145   151  Mew                 225  210  210  Poison Jab     Psyshock         40.0    221.320333
146   151  Mew                 225  210  210  Shadow Claw    Surf             40.0    220.546485
147   214  Heracross           190  234  179  Counter        Close Combat     40.0    220.499107
148   149  Dragonite           209  263  198  Steel Wing     Hurricane        40.0    219.180079
149   151  Mew                 225  210  210  Shadow Claw    Dark Pulse       40.0    218.224943
150   214  Heracross           190  234  179  Counter        Megahorn         40.0    218.120842
151   378  Regice              190  179  309  Frost Breath   Earthquake       40.0    217.524768
152   491  Darkrai             172  285  198  Feint Attack   Focus Blast      40.0    217.510252
153   151  Mew                 225  210  210  Poison Jab     Stone Edge       40.0    217.380746
154   249  Lugia               235  193  310  Dragon Tail    Hydro Pump       40.0    216.721130
155   464  Rhyperior           251  241  190  Smack Down     Earthquake       40.0    216.549737
156   462  Magnezone           172  238  205  Spark          Wild Charge      40.0    216.271026
157   151  Mew                 225  210  210  Poison Jab     Grass Knot       40.0    215.903401
158   151  Mew                 225  210  210  Poison Jab     Wild Charge      40.0    215.903401
159   151  Mew                 225  210  210  Shadow Claw    Dazzling Gleam   40.0    215.571753
160   244  Entei               251  235  171  Fire Fang      Flamethrower     40.0    215.560350
161   464  Rhyperior           251  241  190  Smack Down     Stone Edge       40.0    214.739499
162   151  Mew                 225  210  210  Shadow Claw    Ancient Power    40.0    214.097758
163   151  Mew                 225  210  210  Poison Jab     Rock Slide       40.0    214.097758
164   151  Mew                 225  210  210  Shadow Claw    Ancient Power    40.0    214.097758
165   389  Torterra            216  202  188  Razor Leaf     Solar Beam       40.0    213.130596
166   68   Machamp             207  234  159  Counter        Close Combat     40.0    212.837071
167   250  Ho Oh               214  239  244  Extrasensory   Fire Blast       40.0    212.508898
168   491  Darkrai             172  285  198  Feint Attack   Dark Pulse       40.0    212.072496
169   389  Torterra            216  202  188  Razor Leaf     Earthquake       40.0    211.801299
170   484  Palkia              189  280  215  Dragon Tail    Hydro Pump       40.0    210.753372
171   151  Mew                 225  210  210  Poison Jab     Blizzard         40.0    210.486470
172   151  Mew                 225  210  210  Poison Jab     Blizzard         40.0    210.486470
173   214  Heracross           190  234  179  Counter        Earthquake       40.0    210.437218
174   382  Kyogre              205  270  228  Waterfall      Blizzard         40.0    209.600788
175   149  Dragonite           209  263  198  Dragon Tail    Outrage          40.0    209.547950
176   149  Dragonite           209  263  198  Steel Wing     Hyper Beam       40.0    209.228517
177   151  Mew                 225  210  210  Poison Jab     Psychic          40.0    208.938776
178   151  Mew                 225  210  210  Poison Jab     Psychic          40.0    208.938776
179   151  Mew                 225  210  210  Shadow Claw    Energy Ball      40.0    208.938776
180   485  Heatran             209  251  213  Fire Spin      Fire Blast       40.0    208.578278
181   297  Hariyama            302  209  114  Counter        Dynamic Punch    40.0    208.454486
182   151  Mew                 225  210  210  Poison Jab     Flash Cannon     40.0    207.152974
183   144  Articuno            207  192  236  Frost Breath   Blizzard         40.0    206.487312
184   462  Magnezone           172  238  205  Spark          Flash Cannon     40.0    206.144623
185   383  Groudon             205  270  228  Dragon Tail    Solar Beam       40.0    205.769642
186   382  Kyogre              205  270  228  Waterfall      Thunder          40.0    205.646057
187   470  Leafeon             163  216  219  Razor Leaf     Leaf Blade       40.0    205.294525
188   491  Darkrai             172  285  198  Feint Attack   Shadow Ball      40.0    205.151715
189   151  Mew                 225  210  210  Poison Jab     Thunder          40.0    205.069539
190   151  Mew                 225  210  210  Poison Jab     Thunder          40.0    205.069539
191   373  Salamence           216  277  168  Dragon Tail    Draco Meteor     40.0    204.701915
192   385  Jirachi             225  210  210  Charge Beam    Doom Desire      40.0    204.129867
193   260  Swampert            225  208  175  Mud Shot       Surf             40.0    202.637447
194   151  Mew                 225  210  210  Poison Jab     Thunderbolt      40.0    202.607298
195   151  Mew                 225  210  210  Poison Jab     Ice Beam         40.0    202.607298
196   151  Mew                 225  210  210  Poison Jab     Thunderbolt      40.0    202.607298
197   151  Mew                 225  210  210  Poison Jab     Ice Beam         40.0    202.607298
198   250  Ho Oh               214  239  244  Extrasensory   Brave Bird       40.0    202.516316
199   151  Mew                 225  210  210  Shadow Claw    Dragon Claw      40.0    202.305799
200   151  Mew                 225  210  210  Shadow Claw    Dragon Claw      40.0    202.305799
201   151  Mew                 225  210  210  Poison Jab     Surf             40.0    201.683957
202   385  Jirachi             225  210  210  Confusion      Doom Desire      40.0    201.642501
203   157  Typhlosion          186  223  173  Shadow Claw    Overheat         40.0    201.024851
204   3    Venusaur            190  198  189  Vine Whip      Solar Beam       40.0    200.338390
205   144  Articuno            207  192  236  Frost Breath   Ice Beam         40.0    200.096989
206   470  Leafeon             163  216  219  Razor Leaf     Solar Beam       40.0    199.892037
207   151  Mew                 225  210  210  Poison Jab     Dark Pulse       40.0    199.652608
208   151  Mew                 225  210  210  Shadow Claw    Flame Charge     40.0    199.652608
209   257  Blaziken            190  240  141  Counter        Focus Blast      40.0    199.278399
210   445  Garchomp            239  261  193  Dragon Tail    Fire Blast       40.0    199.272234
211   297  Hariyama            302  209  114  Counter        Close Combat     40.0    199.009946
212   466  Electivire          181  249  163  Thunder Shock  Wild Charge      40.0    198.856663
213   68   Machamp             207  234  159  Counter        Rock Slide       40.0    198.808262
214   149  Dragonite           209  263  198  Dragon Tail    Hurricane        40.0    198.736376
215   473  Mamoswine           242  247  146  Powder Snow    Stone Edge       40.0    198.151242
216   384  Rayquaza            213  284  170  Dragon Tail    Outrage          40.0    197.813112
217   217  Ursaring            207  236  144  Shadow Claw    Hyper Beam       40.0    197.700617
218   150  Mewtwo              214  300  182  Confusion      Focus Blast      40.0    197.595261
219   151  Mew                 225  210  210  Steel Wing     Focus Blast      40.0    197.331066
220   151  Mew                 225  210  210  Poison Jab     Dazzling Gleam   40.0    197.331066
221   151  Mew                 225  210  210  Frost Breath   Focus Blast      40.0    197.331066
222   244  Entei               251  235  171  Fire Spin      Overheat         40.0    197.005379
223   389  Torterra            216  202  188  Razor Leaf     Stone Edge       40.0    196.547953
224   383  Groudon             205  270  228  Dragon Tail    Fire Blast       40.0    196.500739
225   470  Leafeon             163  216  219  Quick Attack   Leaf Blade       40.0    196.290379
226   151  Mew                 225  210  210  Poison Jab     Ancient Power    40.0    196.041320
227   151  Mew                 225  210  210  Poison Jab     Ancient Power    40.0    196.041320
228   250  Ho Oh               214  239  244  Extrasensory   Solar Beam       40.0    196.021138
229   217  Ursaring            207  236  144  Counter        Hyper Beam       40.0    195.641236
230   89   Muk Alola           233  190  172  Poison Jab     Gunk Shot        40.0    194.577871
231   89   Muk Normal          233  190  172  Poison Jab     Gunk Shot        40.0    194.577871
232   450  Hippowdon           239  201  191  Fire Fang      Earthquake       40.0    194.019986
233   151  Mew                 225  210  210  Shadow Claw    Gyro Ball        40.0    193.461829
234   151  Mew                 225  210  210  Shadow Claw    Bulldoze         40.0    193.461829
235   76   Golem Normal        190  211  198  Rock Throw     Earthquake       40.0    192.690144
236   464  Rhyperior           251  241  190  Mud Slap       Earthquake       40.0    192.281232
237   151  Mew                 225  210  210  Poison Jab     Energy Ball      40.0    191.527211
238   89   Muk Normal          233  190  172  Poison Jab     Sludge Wave      40.0    191.496321
239   89   Muk Alola           233  190  172  Poison Jab     Sludge Wave      40.0    191.496321
240   257  Blaziken            190  240  141  Counter        Overheat         40.0    191.352553
241   76   Golem Alola         190  211  198  Rock Throw     Stone Edge       40.0    191.126101
242   76   Golem Normal        190  211  198  Rock Throw     Stone Edge       40.0    191.126101
243   157  Typhlosion          186  223  173  Shadow Claw    Fire Blast       40.0    190.973608
244   68   Machamp             207  234  159  Bullet Punch   Dynamic Punch    40.0    190.471141
245   464  Rhyperior           251  241  190  Mud Slap       Stone Edge       40.0    190.470994
246   242  Blissey             496  129  169  Pound          Hyper Beam       40.0    190.142463
247   76   Golem Alola         190  211  198  Rock Throw     Wild Charge      40.0    190.109472
248   485  Heatran             209  251  213  Fire Spin      Stone Edge       40.0    190.093639
249   151  Mew                 225  210  210  Frost Breath   Hyper Beam       40.0    190.076247
250   151  Mew                 225  210  210  Frost Breath   Overheat         40.0    190.076247
251   151  Mew                 225  210  210  Frost Breath   Solar Beam       40.0    190.076247
252   151  Mew                 225  210  210  Frost Breath   Hyper Beam       40.0    190.076247
253   151  Mew                 225  210  210  Steel Wing     Hyper Beam       40.0    190.076247
254   151  Mew                 225  210  210  Frost Breath   Solar Beam       40.0    190.076247
255   151  Mew                 225  210  210  Steel Wing     Solar Beam       40.0    190.076247
256   151  Mew                 225  210  210  Steel Wing     Hyper Beam       40.0    190.076247
257   151  Mew                 225  210  210  Steel Wing     Solar Beam       40.0    190.076247
258   151  Mew                 225  210  210  Steel Wing     Overheat         40.0    190.076247
259   151  Mew                 225  210  210  Frost Breath   Psyshock         40.0    189.592593
260   151  Mew                 225  210  210  Frost Breath   Psyshock         40.0    189.592593
261   151  Mew                 225  210  210  Steel Wing     Psyshock         40.0    189.592593
262   151  Mew                 225  210  210  Steel Wing     Psyshock         40.0    189.592593
263   471  Glaceon             163  238  205  Frost Breath   Avalanche        40.0    189.454812
264   250  Ho Oh               214  239  244  Hidden Power   Fire Blast       40.0    189.059640
265   149  Dragonite           209  263  198  Dragon Tail    Hyper Beam       40.0    188.784814
266   484  Palkia              189  280  215  Dragon Tail    Fire Blast       40.0    188.744317
267   465  Tangrowth           225  207  184  Vine Whip      Sludge Bomb      40.0    188.475094
268   244  Entei               251  235  171  Fire Spin      Fire Blast       40.0    188.131263
269   472  Gliscor             181  185  222  Wing Attack    Earthquake       40.0    187.840502
270   407  Roserade            155  243  185  Poison Jab     Solar Beam       40.0    187.178174
271   470  Leafeon             163  216  219  Quick Attack   Solar Beam       40.0    186.836026
272   151  Mew                 225  210  210  Frost Breath   Stone Edge       40.0    186.778602
273   151  Mew                 225  210  210  Steel Wing     Stone Edge       40.0    186.778602
274   488  Cresselia           260  152  258  Psycho Cut     Aurora Beam      40.0    186.498970
275   466  Electivire          181  249  163  Thunder Shock  Thunder          40.0    186.428122
276   151  Mew                 225  210  210  Poison Jab     Dragon Claw      40.0    185.723356
277   151  Mew                 225  210  210  Steel Wing     Grass Knot       40.0    185.723356
278   151  Mew                 225  210  210  Frost Breath   Wild Charge      40.0    185.723356
279   151  Mew                 225  210  210  Steel Wing     Wild Charge      40.0    185.723356
280   151  Mew                 225  210  210  Frost Breath   Grass Knot       40.0    185.723356
281   151  Mew                 225  210  210  Poison Jab     Dragon Claw      40.0    185.723356
282   3    Venusaur            190  198  189  Vine Whip      Petal Blizzard   40.0    185.698277
283   3    Venusaur            190  198  189  Razor Leaf     Solar Beam       40.0    185.313011
284   373  Salamence           216  277  168  Fire Fang      Fire Blast       40.0    185.290526
285   465  Tangrowth           225  207  184  Vine Whip      Ancient Power    40.0    184.910553
286   464  Rhyperior           251  241  190  Smack Down     Surf             40.0    184.710288
287   89   Muk Alola           233  190  172  Poison Jab     Dark Pulse       40.0    184.562833
288   384  Rayquaza            213  284  170  Air Slash      Outrage          40.0    184.545160
289   151  Mew                 225  210  210  Steel Wing     Rock Slide       40.0    184.433611
290   151  Mew                 225  210  210  Frost Breath   Rock Slide       40.0    184.433611
291   373  Salamence           216  277  168  Fire Fang      Hydro Pump       40.0    184.310153
292   470  Leafeon             163  216  219  Razor Leaf     Energy Ball      40.0    183.684575
293   151  Mew                 225  210  210  Poison Jab     Flame Charge     40.0    183.401814
294   146  Moltres             207  251  181  Fire Spin      Overheat         40.0    183.353339
295   488  Cresselia           260  152  258  Confusion      Futuresight      40.0    182.452641
296   244  Entei               251  235  171  Fire Fang      Iron Head        40.0    182.215186
297   65   Alakazam            146  271  167  Psycho Cut     Futuresight      40.0    182.178181
298   407  Roserade            155  243  185  Poison Jab     Grass Knot       40.0    182.039950
299   150  Mewtwo              214  300  182  Confusion      Psychic          40.0    181.913097
300   151  Mew                 225  210  210  Steel Wing     Blizzard         40.0    181.854120
301   151  Mew                 225  210  210  Frost Breath   Blizzard         40.0    181.854120
302   151  Mew                 225  210  210  Steel Wing     Blizzard         40.0    181.854120
303   151  Mew                 225  210  210  Frost Breath   Blizzard         40.0    181.854120
304   154  Meganium            190  168  202  Vine Whip      Solar Beam       40.0    181.676116
305   139  Omastar             172  207  201  Mud Shot       Hydro Pump       40.0    181.423974
306   250  Ho Oh               214  239  244  Hidden Power   Brave Bird       40.0    181.065575
307   407  Roserade            155  243  185  Razor Leaf     Solar Beam       40.0    181.061241
308   485  Heatran             209  251  213  Fire Spin      Iron Head        40.0    181.030204
309   330  Flygon              190  205  168  Mud Shot       Earthquake       40.0    180.828617
310   151  Mew                 225  210  210  Steel Wing     Psychic          40.0    180.748623
311   151  Mew                 225  210  210  Frost Breath   Psychic          40.0    180.748623
312   151  Mew                 225  210  210  Frost Breath   Psychic          40.0    180.748623
313   151  Mew                 225  210  210  Steel Wing     Psychic          40.0    180.748623
314   260  Swampert            225  208  175  Mud Shot       Sludge Wave      40.0    180.416974
315   68   Machamp             207  234  159  Bullet Punch   Close Combat     40.0    180.370399
316   473  Mamoswine           242  247  146  Powder Snow    Bulldoze         40.0    180.272935
317   490  Manaphy             225  210  210  Bubble         Surf             40.0    180.209694
318   461  Weavile             172  243  171  Feint Attack   Avalanche        40.0    180.187470
319   144  Articuno            207  192  236  Frost Breath   Icy Wind         40.0    180.127229
320   244  Entei               251  235  171  Fire Spin      Flamethrower     40.0    180.063885
321   151  Mew                 225  210  210  Frost Breath   Flash Cannon     40.0    179.473051
322   151  Mew                 225  210  210  Steel Wing     Flash Cannon     40.0    179.473051
323   486  Regigigas           221  287  210  Rock Smash     Avalanche        40.0    179.342395
324   3    Venusaur            190  198  189  Vine Whip      Sludge Bomb      40.0    178.301167
325   405  Luxray              190  232  156  Spark          Wild Charge      40.0    178.253307
326   407  Roserade            155  243  185  Razor Leaf     Grass Knot       40.0    178.125112
327   297  Hariyama            302  209  114  Bullet Punch   Dynamic Punch    40.0    178.097036
328   3    Venusaur            190  198  189  Razor Leaf     Petal Blizzard   40.0    177.992954
329   151  Mew                 225  210  210  Frost Breath   Thunder          40.0    177.984883
330   151  Mew                 225  210  210  Poison Jab     Bulldoze         40.0    177.984883
331   151  Mew                 225  210  210  Poison Jab     Gyro Ball        40.0    177.984883
332   151  Mew                 225  210  210  Steel Wing     Thunder          40.0    177.984883
333   151  Mew                 225  210  210  Frost Breath   Thunder          40.0    177.984883
334   151  Mew                 225  210  210  Steel Wing     Thunder          40.0    177.984883
335   467  Magmortar           181  247  172  Karate Chop    Fire Blast       40.0    177.976371
336   150  Mewtwo              214  300  182  Confusion      Thunderbolt      40.0    177.636143
337   150  Mewtwo              214  300  182  Confusion      Ice Beam         40.0    177.636143
338   150  Mewtwo              214  300  182  Confusion      Flamethrower     40.0    177.636143
339   232  Donphan             207  214  185  Counter        Play Rough       40.0    177.533175
340   493  Arceus Normal       237  238  238  Iron Tail      Hyper Beam       40.0    177.207757
341   151  Mew                 225  210  210  Steel Wing     Thunderbolt      40.0    176.226139
342   151  Mew                 225  210  210  Steel Wing     Ice Beam         40.0    176.226139
343   151  Mew                 225  210  210  Frost Breath   Ice Beam         40.0    176.226139
344   151  Mew                 225  210  210  Frost Breath   Ice Beam         40.0    176.226139
345   151  Mew                 225  210  210  Steel Wing     Ice Beam         40.0    176.226139
346   151  Mew                 225  210  210  Frost Breath   Thunderbolt      40.0    176.226139
347   151  Mew                 225  210  210  Frost Breath   Thunderbolt      40.0    176.226139
348   151  Mew                 225  210  210  Steel Wing     Thunderbolt      40.0    176.226139
349   157  Typhlosion          186  223  173  Shadow Claw    Solar Beam       40.0    175.896744
350   250  Ho Oh               214  239  244  Hidden Power   Solar Beam       40.0    175.869433
351   493  Arceus Psychic      237  238  238  Iron Tail      Futuresight      40.0    175.571993
352   151  Mew                 225  210  210  Frost Breath   Surf             40.0    175.566610
353   151  Mew                 225  210  210  Steel Wing     Surf             40.0    175.566610
354   146  Moltres             207  251  181  Fire Spin      Fire Blast       40.0    175.094180
355   131  Lapras              277  165  174  Frost Breath   Blizzard         40.0    174.977505
356   131  Lapras              277  165  174  Frost Breath   Hydro Pump       40.0    174.977505
357   68   Machamp             207  234  159  Counter        Heavy Slam       40.0    174.959287
